imprint_id,imprint_name
1260,"Poppy/Little, Brown, hardcover and paper"
1261,Blue Heeler Books
1262,Lucas Books
1263,"Scholastic, hardcover only"
1264,"Arthur A. Levine/Scholastic, hardcover and paper"
1265,"Knopf, hardcover and paper"
1266,The Writer’s Coffee Shop
1267,The Writer's Coffee Shop
1268,Turner Publishing
1269,Harper Voyager/HarperCollins
1270,Reagan Arthur
1271,Citadel/Kensington
1272,Catherine Bybee
1273,Campire
1274,Perigee
1275,G.P. Putnam's Sons
1276,Darcie Chan
1277,Urban
1278,Best Life Media
1279,Pantheon Books
1280,Philosophical Library/Open Road
1281,Ellora's Cave Publishing
1282,Guinness
1283,Cook’s Illustrated
1284,"Little, Brown Books for Young Readers"
1285,Marvel Comics
1286,Kodansha International
1287,Michael Di Capua/HarperCollins
1288,Life
1289,Chris Culver
1290,Harper Design/HarperCollins
1291,Ripley
1292,Conari
1293,Gallery/VH1
1294,Gallery/Karen Hunter
1295,Michael Prescott
1296,MacMillan
1297,VIZ media
1298,Gallery Books/Karen Hunter Publishing
1299,"Splinter, hardcover and paper"
1300,"Random House, hardcover and paper"
1301,"NAL Jam, paper only"
1302,Harvard Business
1303,Amacom
1304,P. J. Alderman
1305,Reagan Arthur/Back Bay
1306,NAL Caliber
1307,Dorchester
1308,Legacy
1309,Threshhold
1310,Groundwood Books
1311,N B M Publishing Company
1312,Antarctic Press
1313,McElderry
1314,MTV/Gallery
1315,Paula Wiseman/Simon & Schuster
1316,"Joanna Cotler/HarperCollins, hardcover and paper"
1317,"Simon Pulse, hardcover and paper"
1318,Times Books/Holt
1319,Del Rey/Ballantine
1320,Houghton Mifflin Harcourt/Mariner
1321,Samhain
1322,IT Books
1323,Bandai Entertainment
1324,Amulet/Abrams
1325,"Simon & Schuster, paper only"
1326,Razor
1327,Diversion
1328,Blue Sky/Scholastic
1329,Columbia University Press
1330,Plata
1331,Deseret Book Company
1332,"Norton & Company, Incorporated, W. W."
1333,Courtney Milan
1334,Deseret
1335,Avon Inspire
1336,Amazon Digital Services
1337,Aylesbury
1338,Norton & Co.
1339,HarperTeen/HarperCollins
1340,"Candlewick, hardcover and paper"
1341,Jossy-Bass/Wiley
1342,Del Rey/Ballantine/LucasBooks
1343,Voice/Hyperion
1344,El León Literary Arts/Grove
1345,Oxmoor
1346,"Philomel, hardcover and paper"
1347,William Morrow/HarperCollins
1348,Ignatius Press
1349,Cash Money Content
1350,Brava/Kensington
1351,Kimani
1352,iUniverse
1353,Stephanie McAfee
1354,Flammarion
1355,Point
1356,"Philomel/Speak, hardcover and paper"
1357,Penwyck
1358,TOKYOPOP
1359,Ignatius
1360,Firebird
1361,Overlook
1362,"Atria, Pocket Books"
1363,Debbi Mack
1364,Daw
1365,Silver Oak
1366,Collins Design
1367,Bellevue Literary Press
1368,Doherty
1369,Penwyck Publishing
1370,New York Times
1371,Skirt
1372,Threshold/Mercury Radio Arts
1373,BarnaBooks
1374,Splinter
1375,Puffin/Penguin
1376,El León Literary Arts/Atlantic Monthly
1377,Obsidian
1378,Simon Spotlight Entertainment
1379,ESPN
1380,"Atria, $15; Pocket Books"
1381,Presidio
1382,Archaia
1383,McElderry/Simon & Schuster
1384,Dial/Penguin
1385,Collins Design/HarperCollins
1386,McPherson
1387,Nan A. Talese
1388,Overlook Press
1389,Forge/Tom Doherty
1390,Wildstorm
1391,Harper Festival/HarperCollins
1392,"St. Martin’s Griffin, hardcover and paper"
1393,Thomas Dunne/St. Martin’s Griffin
1394,St. Martin’s Griffin/Thomas Dunne
1395,Plexus
1396,Wellness Central
1397,Seven Seas
1398,Scholastic Press/Scholastic
1399,"Poppy/Little, Brown"
1400,Square Fish/St. Martin’s
1401,Joanna Cotler/HarperCollins
1402,"Dutton, hardcover and Speak, paper"
1403,"Scholastic, paper only"
1404,Dafina
1405,Howard/Simon & Schuster
1406,Harmony/Crown
1407,Square Fish/St. Martin''s
1408,Flux/Llewellyn
1409,"Simon Pulse, paper only"
1410,St.Martin’s
1411,HarperStudio
1412,Threshold Editons
1413,FT Press
1414,W.W. Norton & Co.
1415,Speak/Penguin
1416,WND
1417,Onyx
1418,Atria/Heaven’s Library
1419,HarperStudio/HarperCollins
1420,HarperFestival/HarperCollins
1421,Peter Yarrow/Imagine
1422,Nan. A Talese/Doubleday
1423,Voice
1424,Harvest/Harcourt
1425,Ballantine/ESPN Books
1426,Houghton Mifflin
1427,Razorbill/Penguin
1428,Del Rey/Ballantine/Lucas
1429,Eos/HarperCollins
1430,Potter Craft
1431,Springboard
1432,Graphia/Houghton Mifflin Harcourt
1433,"Shadow Mountain/Aladdin, hardcover and paperback"
1434,"Poppy/Little, Brown, paper only"
1435,Business Plus/Grand Central
1436,Semiotexte
1437,St. Martin’s Griifin
1438,Beach Lane
1439,Shaye Areheart
1440,Spectra
1441,Mercury Radio Arts/Threshold Editions
1442,HarperOne /HarperCollins
1443,Warner
1444,Forever/Grand Central
1445,"Back Bay/Little, Brown, $15"
1446,Good Books
1447,Wendy Lamb
1448,Ballantine/ESPN
1449,"Back Bay/Little, Brown, $14.99"
1450,It
1451,Simon & Schuster Books for Young Readers
1452,Aladdin/Mercury Radio Arts
1453,"St. Martin’s/Griffin, hardcover and paper"
1454,Oxford
1455,Ripley Entertainment
1456,Philomel/Penguin Young Readers
1457,Jabberwocky/Sourcebooks
1458,Tor/TomDoherty
1459,Berkeley Prime Crime
1460,Leisure
1461,"Back Bay/Little, Brown, $15;"
1462,Simon Spotlight
1463,Pocket Books/Karen Hunter
1464,McSweeney’s
1465,"Back Bay/Little, Brown, $14.99;"
1466,Pear
1467,"Tegen/HarperCollins, hardcover and paper"
1468,"Random House,"
1469,Jim Collins/HarperCollins
1470,Times
1471,Archaia Studios Press
1472,HCI
1473,Fidelis
1474,Vision/Grand Central
1475,Hyperion Books for Children/Disney
1476,"Anchor, $15"
1477,Three Rivers/Vintage
1478,Fireside
1479,Sunset
1480,IDW Publishing
1481,FT
1482,HarperBusiness/HarperCollins
1483,"Marvel Enterprises, Incorporated"
1484,Diamond Book Distributors
1485,"Aladdin, hardcover and paper"
1486,"Three Rivers, $14.95;"
1487,St. Martin''s Griffin
1488,Hill and Wang
1489,TokyoPop
1490,"TOKYOPOP, Incorporated"
1491,Harcourt
1492,Wiseman/Simon & Schuster
1493,"Bowen Press/HarperCollins hardcover, HarperTeen paper"
1494,Eos/William Morrow
1495,Bantam Spectra
1496,Devil’s Due
1497,Simon Pulse/Simon & Schuster
1498,"Little Brown, hardcover and paper"
1499,Delta
1500,Avatar Press
1501,"Little, Brown Young Readers"
1502,Jabberwocky/Source­books
1503,"St. Martin’s, paper only"
1504,ACE
1505,Eos
1506,powerHouse
1507,Time Books
1508,St. Martins
1509,"Three Rivers, $14.95"
1510,Collins Living
1511,HarperCollins.
1512,"Little Brown, hardcover and paperback"
1513,Bantam Books
1514,Three Rivers; $14.95
1515,Collins Business
1516,"Accord/Andrews McMeel,"
1517,allantine
1518,"Three Rivers; Vintage,"
1519,"Plume, Signet"
1520,Jump at the Sun-Disney
1521,"Megan Tingley/Little Brown, hardcover and paper"
1522,"Geringer/HarperCollins, hardcover and paper"
1523,"Atheneum, hardcover only"
1524,St. Martin’s Minotaur
1525,Dell Spectra
1526,"Sarah Crichton/­Farrar, Straus & Giroux"
1527,Harper Entertainment
1528,Tyndale/Epicenter
1529,Fisher Investments
1530,Lorraine/Houghton Mifflin
1531,Jump at the Sun Books/Disney
1532,"Disney, paper only"
1533,"Atria,"
1534,Del Rey/ Ballantine
1535,Black Cat/Grove
1536,Luna
1537,"Delta, Dell"
1538,Harvard Business School
1539,"(B&H, $14.99.)"
1540,"Simon & Schuster, hardcover only"
1541,Double­day
1542,Epicenter
1543,Metropolitan/­Holt
1544,Zebra/­Kensington
1545,"Sarah Crichton/­Farrar, Straus & Giroux,"
1546,Collins/HarperCollins
1547,Equity
1548,DK Children
1549,Grosset & Dunlap/LucasBooks
1550,Blue Sky
1551,"St. Martin’s Press, hardcover and paper"
1552,Doubleday Publishing
1553,Love Spell
1554,Miramax/­Hyperion
1555,"Delta, $16;"
1556,Little Simon Inspirations
1557,"Hyperion, hard­cover and paper"
1558,"Miramax, hardcover and paper"
1559,Miramax
1560,"Grand Central, $14.99"
1561,Knopf Publishing Group
1562,Vinatage
1563,"Grand Central, $7.99"
1564,"Doherty Associates, LLC, Tom"
1565,Miramax/Hyperion
1566,"Nelson Incorporated, Thomas"
1567,"HarperTempest, hardcover and paper"
1568,"Holt & Company, Henry"
1569,Smithsonian/Collins
1570,"Harlequin Enterprises, Limited"
1571,Dell Publishing
1572,"Delta, ; Dell,"
1573,HarperOne/­HarperCollins
1574,St. Martin’s  Griffin
1575,Harper­Collins
1576,Ginee Seo/Antheneum
1577,Warne
1578,"Megan Tingley/Little Brown, hardcover and paperback"
1579,"Miramax, hardcover and paperback"
1580,"Aladdin, hardcover and paperback"
1581,"Harper­ Teen, hardcover and paperback"
1582,"HarperCollins, hardcover only"
1583,"Stepping Stone/Random House, hardcover and paperback"
1584,"HarperCollins, hardcover and paperback"
1585,"Tegen/Harper­Collins, harcover and paperback"
